Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
127,Stuart Armstrong,sct SCO,MFFW,Southampton,eng Premier League,30-344,1992,10.0,517,12,89,217,218,22,517,24,10,41.7,12,50.0,325,2380,1264,39,28,4,19,16,368,51,Matches,97333cf5
128,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33-324,1989,13.5,486,12,31,253,207,46,483,17,7,41.2,9,52.9,275,1268,410,11,10,6,32,16,385,85,Matches,00459419
129,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28-286,1994,22.2,1358,84,344,760,268,9,1354,14,7,50.0,5,35.7,661,2948,1364,12,15,1,14,15,718,14,Matches,86e119e0
130,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18-337,2004,0.0,4,0,2,1,1,0,4,1,0,0.0,1,100.0,2,36,33,1,0,0,0,0,0,0,Matches,508a9011
131,Sergio Arribas,es ESP,FW,Real Madrid,es La Liga,21-160,2001,0.1,10,0,0,5,5,1,10,0,0,,0,,2,13,7,0,0,0,0,0,7,0,Matches,1e465e70
132,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,28-157,1994,16.5,646,502,637,9,0,0,646,0,0,,0,,375,1771,1049,0,0,0,1,0,339,0,Matches,28d596a0
133,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,19-196,2003,0.2,7,0,1,3,3,1,7,1,1,100.0,0,0.0,8,38,25,1,0,1,1,2,8,4,Matches,6091cf45
134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,32-205,1990,10.1,563,11,101,282,183,22,563,22,8,36.4,10,45.5,342,2112,1125,34,23,10,21,13,369,31,Matches,963a328b
135,Ricard Artero,es ESP,FW,Girona,es La Liga,20-032,2003,0.1,6,0,3,3,1,0,6,1,1,100.0,0,0.0,3,9,6,0,1,0,0,0,4,0,Matches,5d133e96
136,Arthur,br BRA,FW,Fiorentina,it Serie A,24-318,1998,9.3,309,7,18,107,186,59,308,17,8,47.1,8,47.1,179,844,223,7,4,5,39,13,229,55,Matches,a820e429
137,Santiago Arzamendia,py PAR,DFMF,Cádiz,es La Liga,24-308,1998,4.3,221,15,70,106,51,5,221,7,3,42.9,4,57.1,106,496,312,7,6,2,6,2,103,17,Matches,759d8dd7
138,Takuma Asano,jp JPN,FWMF,Bochum,de Bundesliga,28-119,1994,9.5,285,2,26,116,146,28,285,14,3,21.4,8,57.1,179,1060,412,14,8,5,26,21,208,60,Matches,13ddc856
139,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,26-012,1997,8.1,554,26,178,280,100,4,554,9,4,44.4,4,44.4,254,976,442,1,3,0,8,4,314,6,Matches,e26fcca3
140,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-254,1989,7.0,252,208,252,0,0,0,252,0,0,,0,,115,457,243,0,0,0,1,0,102,0,Matches,9f0ea33f
141,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,27-047,1996,7.4,453,5,33,187,235,29,452,14,10,71.4,4,28.6,286,1661,742,20,14,4,9,7,349,57,Matches,45af8a54
142,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,22-059,2001,6.9,300,15,61,156,87,6,300,6,3,50.0,1,16.7,115,620,313,9,2,1,13,3,149,16,Matches,a69cc629
143,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,20-213,2002,1.4,68,1,6,26,38,11,68,3,1,33.3,2,66.7,44,131,71,2,1,2,4,1,54,16,Matches,35f67a30
144,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-000,2002,3.3,254,5,59,147,49,1,254,3,1,33.3,2,66.7,164,783,263,2,8,1,3,2,191,2,Matches,0fdcef0e
145,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-220,1987,22.5,1041,17,70,471,513,92,1039,37,11,29.7,19,51.4,718,3594,1734,63,45,23,41,37,846,169,Matches,7dcf86f6
146,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-260,2000,2.2,140,7,40,82,20,4,140,3,1,33.3,2,66.7,87,459,223,4,1,2,3,2,76,8,Matches,b026bbf6
147,Youcef Atal,dz ALG,DFMF,Nice,fr Ligue 1,26-296,1996,7.1,518,18,127,242,159,12,518,30,11,36.7,17,56.7,359,2304,1230,30,22,5,9,3,326,45,Matches,6a827d8e
148,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-196,2005,0.0,1,0,0,0,1,0,1,0,0,,0,,2,76,0,0,0,0,0,1,2,0,Matches,6b5edd5d
149,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-264,1989,4.9,125,6,15,55,58,16,125,5,3,60.0,2,40.0,76,475,229,7,6,3,9,4,91,22,Matches,d5dd5f1f
150,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-264,1989,0.1,4,0,1,2,1,1,4,0,0,,0,,2,8,1,0,0,0,0,0,2,0,Matches,d5dd5f1f
151,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-050,1997,25.0,982,811,968,17,0,0,982,0,0,,0,,542,2977,1821,0,0,0,1,0,413,0,Matches,649b01d8
152,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-191,1994,21.2,1270,55,395,553,342,10,1270,34,15,44.1,16,47.1,680,3603,1931,54,28,3,13,13,736,88,Matches,3cd3b384
153,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28-322,1994,0.9,51,3,19,15,17,2,51,1,0,0.0,1,100.0,29,180,27,0,2,0,0,0,21,3,Matches,9fec8860
154,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28-322,1994,0.9,39,3,15,11,13,3,39,0,0,,0,,23,75,38,1,0,1,0,0,23,5,Matches,9fec8860
155,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-075,1992,13.9,893,70,332,368,205,9,893,19,8,42.1,6,31.6,384,1809,1096,29,22,0,21,14,408,40,Matches,5c2b4f07
156,Mathias Autret,fr FRA,MFFW,Auxerre,fr Ligue 1,32-008,1991,14.0,703,22,120,358,231,21,702,24,9,37.5,14,58.3,493,2693,922,20,12,3,18,4,459,56,Matches,7dfbba27
157,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,29-031,1994,14.9,587,16,65,215,309,48,584,23,11,47.8,11,47.8,337,1535,566,17,14,5,35,16,408,73,Matches,253a06b9
158,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-179,1986,15.2,684,83,392,294,3,1,684,1,0,0.0,0,0.0,426,2279,1099,3,1,0,2,0,404,0,Matches,a94d93be
159,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-209,1997,8.1,238,10,34,96,113,28,238,17,5,29.4,9,52.9,141,791,355,11,9,5,38,15,154,33,Matches,e5478b87
160,Mehmet-Can Aydin,de GER,DF,Schalke 04,de Bundesliga,21-028,2002,4.3,239,18,82,99,63,5,239,12,3,25.0,7,58.3,92,574,210,5,8,2,11,2,88,10,Matches,fe46e261
161,André Ayew,gh GHA,FW,Nott'ham Forest,eng Premier League,33-082,1989,1.2,40,6,8,18,14,5,40,2,0,0.0,2,100.0,17,151,60,3,3,2,3,1,24,5,Matches,5dbefa9d
162,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-179,1991,19.5,841,38,132,392,339,48,841,84,31,36.9,37,44.0,493,2970,1345,50,27,17,63,51,579,103,Matches,da052c14
163,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-119,1994,6.1,385,54,198,182,6,0,385,0,0,,0,,235,1168,744,8,5,0,0,1,264,0,Matches,2200181e
164,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-196,1991,11.8,760,39,268,312,194,29,760,21,7,33.3,13,61.9,334,1606,870,16,8,2,14,5,366,50,Matches,420d7c7d
165,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21-333,2001,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,ce81d82d
166,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,28-067,1995,6.2,215,6,23,111,86,35,215,6,3,50.0,3,50.0,101,420,190,6,4,6,16,8,161,37,Matches,10549b49
167,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-193,1989,12.3,949,66,331,387,236,17,949,9,5,55.6,4,44.4,459,1951,1157,17,14,0,8,3,572,60,Matches,53cad200
168,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-063,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,f582d5c1
169,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-046,1996,11.1,454,19,122,304,40,6,454,10,5,50.0,3,30.0,245,1159,340,2,3,0,21,10,237,6,Matches,bfd381b3
170,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-321,1996,20.5,1034,135,601,414,25,7,1034,6,3,50.0,3,50.0,576,3164,1921,13,10,0,7,1,669,3,Matches,075fe5a3
171,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22-332,2000,5.0,428,28,198,218,16,1,428,2,1,50.0,0,0.0,301,1299,642,4,3,0,0,1,309,2,Matches,114bbdee
172,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-332,2000,1.0,67,7,35,31,2,2,67,0,0,,0,,51,277,100,0,0,0,0,0,51,0,Matches,114bbdee
173,Édgar Badía,es ESP,GK,Elche,es La Liga,31-025,1992,24.0,765,718,765,1,0,0,765,0,0,,0,,361,2061,1352,0,0,0,2,0,243,0,Matches,e4346678
174,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21-348,2001,6.0,550,65,280,262,13,6,550,2,0,0.0,2,100.0,376,1791,1141,8,1,0,1,1,402,1,Matches,06df8256
175,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21-348,2001,9.3,568,82,240,324,13,7,568,1,0,0.0,1,100.0,402,2118,1114,3,3,1,3,0,349,0,Matches,06df8256
176,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-232,2001,14.0,636,12,83,267,295,44,636,36,17,47.2,15,41.7,437,2438,1135,34,30,9,22,22,486,73,Matches,518f2234
177,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-318,1995,1.1,62,3,10,37,16,2,62,2,1,50.0,0,0.0,34,197,124,5,3,0,1,0,34,8,Matches,dfd24c07
178,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-212,1997,16.5,626,10,66,218,355,63,626,81,30,37.0,45,55.6,398,3084,1258,61,25,29,38,45,435,135,Matches,3a233281
179,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-331,1994,4.7,255,26,122,115,20,10,255,3,2,66.7,1,33.3,139,811,389,3,2,0,7,2,126,3,Matches,a1232f4e
180,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-250,1993,1.4,70,15,42,28,0,0,70,1,1,100.0,0,0.0,48,294,137,0,0,0,0,0,44,0,Matches,5065d67d
181,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-072,2000,0.6,42,5,10,24,8,1,42,1,1,100.0,0,0.0,27,159,54,0,0,0,1,1,24,0,Matches,7e3e825e
182,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-138,2004,4.9,264,7,54,153,60,5,264,13,6,46.2,3,23.1,139,793,363,8,5,0,6,7,162,1,Matches,32e8417f
183,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-009,1999,10.5,457,1,66,185,219,27,457,30,10,33.3,18,60.0,267,1900,788,21,21,10,24,17,304,47,Matches,f42d6c13
184,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-009,1999,3.2,145,4,29,55,63,9,145,9,4,44.4,4,44.4,89,421,183,5,6,3,5,4,97,23,Matches,f42d6c13
185,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-332,1991,0.7,33,0,6,15,12,3,33,2,0,0.0,2,100.0,22,135,59,1,3,1,2,1,20,4,Matches,0af4dcf0
186,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-204,1994,0.4,24,3,12,11,1,0,24,2,1,50.0,1,50.0,14,85,42,0,0,0,1,1,13,1,Matches,59bf127b
187,Mitchel Bakker,nl NED,MFDF,Leverkusen,de Bundesliga,22-262,2000,11.8,741,21,226,362,162,17,741,24,6,25.0,14,58.3,357,1736,904,18,10,6,15,8,461,48,Matches,a8567629
188,Ridle Baku,de GER,DF,Wolfsburg,de Bundesliga,24-335,1998,21.9,1464,61,415,695,362,32,1464,45,16,35.6,22,48.9,812,3916,1861,41,16,5,43,15,888,108,Matches,442b56fa
189,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19-351,2003,11.1,502,6,74,256,177,19,502,20,5,25.0,12,60.0,337,2042,1077,32,31,7,21,8,355,52,Matches,102e2599
190,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-142,2003,16.4,1214,26,274,571,385,42,1214,48,26,54.2,19,39.6,775,4266,2341,51,45,20,23,11,829,128,Matches,5ccc9672
191,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-272,2002,16.9,842,70,308,305,244,22,842,48,21,43.8,20,41.7,548,4165,2135,41,38,4,24,10,470,76,Matches,3975195f
192,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-065,2004,3.1,261,7,28,178,59,1,261,19,10,52.6,7,36.8,205,1359,760,12,13,1,6,12,191,6,Matches,a1390d2f
193,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-008,1988,0.5,40,1,7,16,17,0,40,0,0,,0,,17,78,37,0,2,0,0,1,23,6,Matches,1fe67e86
194,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-042,1999,22.6,1474,173,680,716,87,8,1474,12,8,66.7,3,25.0,1015,5884,3058,11,15,0,15,2,927,13,Matches,7c3ed041
195,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-067,1992,23.5,1473,61,343,655,479,19,1473,20,6,30.0,8,40.0,734,3680,2123,54,40,2,13,8,819,99,Matches,cee88597
196,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-065,1997,2.2,146,3,26,69,52,4,146,6,1,16.7,4,66.7,58,325,202,5,2,0,2,3,76,16,Matches,f449640d
197,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-249,2001,21.6,618,11,52,235,340,128,613,64,23,35.9,34,53.1,463,2763,1071,38,15,28,66,54,466,175,Matches,31822f8c
198,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-318,1990,6.2,324,18,100,182,46,1,324,5,2,40.0,2,40.0,223,1112,509,6,2,0,4,3,196,11,Matches,7fecbcdb
199,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,26-348,1996,20.0,1208,16,107,512,605,93,1208,64,22,34.4,38,59.4,914,5593,2362,76,62,18,42,40,921,224,Matches,b2bd0f6c
200,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-185,1993,9.2,284,9,20,122,144,51,283,12,2,16.7,9,75.0,145,570,232,8,8,8,31,8,199,54,Matches,93feac6e
201,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-039,2001,13.0,508,6,54,190,279,48,508,75,28,37.3,35,46.7,352,3021,1462,55,40,23,48,27,354,110,Matches,8a6de8c7
202,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27-345,1995,18.4,975,39,219,473,295,22,975,27,6,22.2,17,63.0,559,2984,1299,29,31,5,31,24,639,72,Matches,d44360be
203,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-195,1992,13.0,537,7,106,259,186,46,537,20,7,35.0,10,50.0,306,1784,1034,26,20,6,35,12,348,53,Matches,35f6db55
204,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-335,1998,4.9,250,8,55,129,70,4,250,10,4,40.0,2,20.0,179,827,399,8,11,2,11,5,169,19,Matches,2886c9b5
205,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-096,1994,0.3,16,0,0,10,6,0,16,2,1,50.0,1,50.0,12,68,25,0,0,0,1,1,11,1,Matches,01efac19
206,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-096,1994,12.7,586,9,55,303,236,48,586,26,10,38.5,13,50.0,366,2202,884,28,20,6,25,18,422,65,Matches,01efac19
207,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-088,1993,3.5,182,6,38,114,31,2,182,0,0,,0,,95,471,249,3,7,1,2,3,131,0,Matches,32ebfe1e
208,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-188,2002,6.6,288,3,37,107,152,46,288,39,18,46.2,20,51.3,189,1217,606,25,12,14,13,3,183,72,Matches,a0d55a09
209,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-123,2000,17.6,1144,59,387,527,246,14,1144,31,12,38.7,14,45.2,706,3851,1724,28,38,2,17,10,630,76,Matches,1ddbc7ca
210,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-193,1997,3.7,212,8,38,133,41,5,212,6,2,33.3,3,50.0,114,665,253,4,8,1,2,3,137,6,Matches,03049c8c
211,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-030,1997,20.9,1333,27,216,680,460,45,1333,49,28,57.1,11,22.4,888,4980,2357,53,52,7,38,28,1007,127,Matches,6928979a
212,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-342,1997,6.1,310,0,31,102,178,20,310,36,14,38.9,17,47.2,227,1481,687,32,18,7,18,13,238,89,Matches,aad53e64
213,Ross Barkley,eng ENG,FWMF,Nice,fr Ligue 1,29-094,1993,7.1,381,7,66,179,141,19,381,12,7,58.3,4,33.3,287,1574,755,15,19,3,10,20,274,31,Matches,3a24769f
214,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-292,1998,3.8,214,8,35,79,106,11,214,16,8,50.0,8,50.0,112,900,498,11,13,3,10,6,124,18,Matches,a2a85828
215,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-090,1997,21.3,833,9,84,324,439,95,833,64,15,23.4,40,62.5,530,3677,1881,67,55,35,64,34,660,195,Matches,3ea50f67
216,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-065,2000,15.0,556,33,137,269,158,37,556,6,3,50.0,2,33.3,221,893,350,10,9,2,25,8,240,29,Matches,00242b75
217,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-291,2001,0.8,50,1,19,28,3,1,50,0,0,,0,,25,123,49,0,1,0,0,1,30,0,Matches,6caffe81
218,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-072,2001,4.5,246,11,74,107,68,5,246,18,10,55.6,8,44.4,119,666,266,6,4,1,8,8,134,14,Matches,200e89e1
219,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-050,1991,5.9,329,2,42,192,100,2,329,21,14,66.7,6,28.6,213,1151,492,13,12,0,14,8,212,31,Matches,e3844ecb
220,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-267,2003,4.6,344,7,60,204,84,7,344,17,9,52.9,7,41.2,202,1099,427,10,7,3,11,5,260,19,Matches,45736cec
221,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-115,1998,11.6,538,2,56,241,247,23,538,32,9,28.1,20,62.5,319,1892,861,29,20,8,24,16,382,61,Matches,e5bf73f3
222,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-170,1996,24.0,1180,166,653,480,54,22,1180,3,1,33.3,1,33.3,544,2868,1567,8,2,0,6,1,587,8,Matches,5a08ee41
223,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-104,1996,4.4,278,8,57,139,84,11,278,4,0,0.0,3,75.0,169,806,362,11,6,1,9,5,189,17,Matches,80556f08
224,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-162,1996,3.1,171,1,26,82,67,9,171,11,8,72.7,3,27.3,116,826,407,11,4,2,12,10,115,25,Matches,e61bdd69
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-330,1999,17.1,1324,120,537,600,196,21,1324,10,4,40.0,5,50.0,794,4251,2698,32,26,3,10,6,925,33,Matches,75b86fb3
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-124,1996,10.5,591,24,146,238,213,20,591,16,4,25.0,9,56.3,270,1225,581,12,12,2,13,11,312,55,Matches,1ac232b8
227,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-240,1991,7.5,305,28,113,167,26,6,305,3,0,0.0,1,33.3,133,667,268,3,4,0,5,6,162,3,Matches,d637fc22
228,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-028,2000,12.2,590,92,349,220,24,11,590,3,1,33.3,1,33.3,267,1230,641,7,5,0,4,2,275,2,Matches,44a20f0c
229,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-280,1990,23.0,1062,848,1052,10,0,0,1062,0,0,,0,,673,2896,1550,0,0,0,0,0,579,0,Matches,47064058
230,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-005,1996,4.5,276,24,120,137,20,6,276,0,0,,0,,161,896,523,3,3,0,3,0,175,2,Matches,bd7d2e6d
231,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-066,1988,4.0,196,15,68,98,31,3,196,1,1,100.0,0,0.0,97,337,150,1,1,0,4,1,94,0,Matches,69374ff5
232,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-220,1999,20.5,1000,31,159,492,367,85,1000,83,40,48.2,34,41.0,571,3788,2013,57,42,22,49,23,656,115,Matches,437f2b00
233,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-289,1996,16.9,726,13,106,324,310,41,726,51,17,33.3,29,56.9,474,3090,1267,41,27,12,42,28,428,87,Matches,20e0dd86
234,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-252,2000,0.6,59,6,28,21,10,3,59,1,1,100.0,0,0.0,21,119,79,3,2,2,2,2,26,3,Matches,78e6bf2c
235,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-200,1996,0.1,4,0,1,2,2,0,4,0,0,,0,,2,32,5,0,0,0,1,0,2,0,Matches,fbbc8e15
236,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-017,2002,25.0,990,689,972,18,0,0,990,0,0,,0,,586,3036,1726,0,0,0,0,0,466,0,Matches,c91441dc
237,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-240,1990,0.7,52,0,1,19,36,0,52,8,3,37.5,4,50.0,37,344,154,5,8,0,6,3,34,10,Matches,d8712bf9
238,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-320,1994,5.2,164,3,10,87,70,21,164,18,5,27.8,12,66.7,87,514,178,8,4,5,15,8,103,36,Matches,a53b661f
239,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-049,1996,18.7,1135,98,542,470,129,30,1135,9,4,44.4,5,55.6,578,2557,1495,6,10,1,10,2,635,34,Matches,19e4eab9
240,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-061,1999,0.2,14,1,4,8,2,0,14,0,0,,0,,2,3,0,0,0,0,0,0,5,0,Matches,30db8574
241,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-316,2005,0.1,8,0,2,5,1,0,8,0,0,,0,,5,27,5,0,0,0,1,1,6,0,Matches,e892c325
242,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-028,1995,18.2,535,3,32,161,350,67,535,26,12,46.2,13,50.0,334,2132,986,56,26,22,37,25,383,130,Matches,8eb55dbb
243,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-331,1996,6.8,378,69,207,159,14,7,378,0,0,,0,,166,518,181,0,1,0,2,1,170,2,Matches,4115ce4e
244,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-331,1996,1.1,79,9,39,40,1,0,79,0,0,,0,,47,291,177,1,0,0,0,0,53,0,Matches,4115ce4e
245,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-325,1997,1.9,72,1,3,23,46,11,72,2,1,50.0,1,50.0,39,148,85,2,3,0,2,2,53,20,Matches,50dc94ce
246,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-262,1987,1.0,33,31,33,0,0,0,33,0,0,,0,,19,75,47,0,0,0,0,0,13,0,Matches,7b4de647
247,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-248,2001,0.7,29,0,7,11,11,2,29,2,1,50.0,1,50.0,22,91,32,1,1,0,6,1,21,3,Matches,5e6355f8
248,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-034,1991,10.2,409,19,33,197,182,43,409,6,2,33.3,2,33.3,183,647,163,4,3,2,32,11,300,51,Matches,30ae134d
249,Alexis Beka Beka,fr FRA,MF,Nice,fr Ligue 1,21-345,2001,3.1,212,9,51,129,35,1,212,5,3,60.0,2,40.0,175,1144,501,5,7,1,5,4,150,3,Matches,4a5e83ad
250,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,29-335,1993,7.1,308,15,71,114,129,10,308,24,7,29.2,13,54.2,204,1411,584,21,13,4,13,6,190,44,Matches,5680bf3f
251,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-281,2004,0.1,15,0,3,9,3,1,15,0,0,,0,,9,26,12,1,0,1,0,0,11,0,Matches,705a1642
252,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,30-360,1992,10.6,519,3,53,246,227,47,513,43,21,48.8,17,39.5,379,2370,934,26,19,18,36,19,358,55,Matches,1a248246
253,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,30-360,1992,4.0,212,2,22,84,110,13,212,15,4,26.7,7,46.7,149,1023,484,16,10,4,16,4,144,31,Matches,1a248246
254,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,29-040,1994,18.8,997,40,233,623,156,12,997,22,5,22.7,12,54.5,702,3711,1587,16,18,3,27,17,618,29,Matches,2b1bed19
255,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-197,1991,15.7,906,101,476,396,41,12,906,4,3,75.0,0,0.0,452,2089,1004,9,5,0,8,4,441,6,Matches,857a5abe
256,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,21-088,2001,14.4,776,125,417,331,33,19,776,7,2,28.6,2,28.6,416,2133,991,3,6,2,9,6,403,2,Matches,a39d11bc
257,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-296,2000,1.8,143,8,39,53,51,4,143,4,1,25.0,2,50.0,85,653,315,8,6,0,2,2,89,16,Matches,e3756e72
258,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,32-335,1990,0.9,60,1,9,23,29,3,60,4,1,25.0,3,75.0,35,177,81,3,3,1,1,1,48,10,Matches,bee0bab1
259,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,24-255,1998,17.7,1111,24,174,574,384,23,1111,72,33,45.8,25,34.7,782,5537,2853,67,63,7,39,29,711,73,Matches,10f0fdd3
260,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,27-355,1995,1.6,107,1,17,50,41,5,107,4,3,75.0,1,25.0,54,271,159,2,3,1,1,0,66,6,Matches,f874dd44
