Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,-9999
610,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23-247,1999,14,985,70,43.8,10.9,11,88,9,3,6,9,1.50,11,10,+1,+0.09,+0.23,13.7,16.5,-2.9,-0.26,-0.40,Matches,5515376c
611,Calum Chambers,eng ENG,DFMF,Aston Villa,eng Premier League,28-048,1995,6,231,39,10.3,2.6,2,90,2,4,13,18,2.00,1,4,-3,-1.17,-0.99,1.3,4.5,-3.3,-1.27,-1.09,Matches,dc6f5bdd
612,Luke Chambers,eng ENG,DF,Liverpool,eng Premier League,18-258,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,7d6af698
613,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32-345,1990,4,79,20,3.8,0.9,0,,0,4,20,16,2.25,1,5,-4,-4.56,-5.28,1.2,1.7,-0.4,-0.50,-0.69,Matches,b3b7f5a6
614,Gaëtan Charbonnier,fr FRA,FWMF,Auxerre,fr Ligue 1,34-072,1988,6,254,42,10.9,2.8,3,72,1,3,13,0,0.83,3,9,-6,-2.13,-1.26,2.8,5.8,-3.0,-1.06,-0.78,Matches,18ebca4b
615,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-077,1994,19,1577,83,67.4,17.5,17,90,17,2,24,1,0.95,17,29,-12,-0.68,-0.33,20.9,24.1,-3.2,-0.18,+0.82,Matches,16aa7d4c
616,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,32-002,1991,24,1713,71,73.2,19.0,18,88,16,6,21,2,0.79,24,42,-18,-0.95,-0.52,20.4,39.7,-19.3,-1.01,-0.73,Matches,279ddf6a
617,Pep Chavarría,es ESP,FWDF,Rayo Vallecano,es La Liga,24-333,1998,8,103,13,4.8,1.1,0,,0,8,13,12,1.88,3,1,+2,+1.75,+1.66,2.8,1.3,+1.4,+1.25,+1.34,Matches,63c5e56b
618,Justin Che,us USA,DF,Hoffenheim,de Bundesliga,19-111,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,3c569f37
619,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,25-213,1997,1,33,33,1.5,0.4,0,,0,1,33,1,0.00,2,1,+1,+2.73,+4.04,0.1,1.1,-1.0,-2.69,-1.49,Matches,873ce3a2
620,Rayan Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,19-204,2003,23,1020,44,43.6,11.3,11,77,4,12,14,3,1.43,17,7,+10,+0.88,+0.81,20.1,12.2,+7.9,+0.70,+0.60,Matches,b34c63a5
621,Luigi Cherubini,it ITA,FW,Roma,it Serie A,19-053,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,5aa1a2a7
622,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,28-046,1995,6,207,35,8.8,2.3,2,55,0,4,24,13,0.50,1,7,-6,-2.61,-1.30,3.4,5.5,-2.1,-0.93,-0.48,Matches,9d498560
623,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-123,2001,20,1800,90,76.9,20.0,20,90,20,0,,6,1.75,33,20,+13,+0.65,+0.65,37.6,20.7,+17.0,+0.85,+0.57,Matches,b3d76d84
624,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17-277,2005,2,4,2,0.2,0.0,0,,0,2,2,13,1.50,0,0,0,0.00,+0.35,0.1,0.2,-0.1,-1.74,-1.38,Matches,48780156
625,Federico Chiesa,it ITA,DFMF,Juventus,it Serie A,25-135,1997,10,377,38,16.8,4.2,2,77,0,8,28,0,2.20,9,5,+4,+0.95,+0.19,7.0,4.7,+2.2,+0.54,+0.18,Matches,b0f7e36c
626,Mattia Chiesa,it ITA,GK,Hellas Verona,it Serie A,22-236,2000,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches,526f0d08
627,Jeremiah Chilokoa-Mullen,sct SCO,DF,Leeds United,eng Premier League,18-265,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,3b57a494
628,Ben Chilwell,eng ENG,DFMF,Chelsea,eng Premier League,26-078,1996,14,713,51,31.7,7.9,7,85,5,7,17,2,1.50,9,6,+3,+0.38,+0.61,9.0,7.4,+1.6,+0.20,+0.35,Matches,d2424d1b
629,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,33-115,1989,11,726,66,32.3,8.1,10,72,6,1,7,1,0.55,4,15,-11,-1.36,-0.54,5.6,13.6,-8.0,-0.99,-0.37,Matches,c316607a
630,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,25-290,1997,22,1782,81,76.2,19.8,21,84,10,1,28,2,0.95,17,25,-8,-0.40,-0.57,22.1,27.6,-5.5,-0.28,-0.39,Matches,68a26d51
631,Mannah Chiwisa,zm ZAM,MF,Atalanta,it Serie A,19-087,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,48c74b27
632,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-166,2001,23,1533,67,65.5,17.0,16,85,8,7,25,2,1.26,29,28,+1,+0.06,+0.73,21.8,28.1,-6.3,-0.37,+0.12,Matches,7909ffa4
633,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26-333,1996,14,1083,77,50.1,12.0,13,83,10,1,6,4,2.50,18,5,+13,+1.08,-1.01,18.6,11.4,+7.2,+0.60,-1.20,Matches,1cb49278
634,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23-352,1999,23,2070,90,100.0,23.0,23,90,23,0,,0,0.87,28,44,-16,-0.70,,25.8,36.8,-11.0,-0.48,,Matches,af104654
635,Ryan Christie,sct SCO,MFFW,Bournemouth,eng Premier League,28-015,1995,20,1045,52,46.4,11.6,12,76,2,8,17,5,0.85,8,23,-15,-1.29,-0.40,9.0,19.1,-10.2,-0.88,-0.03,Matches,26ce2263
636,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,eng Premier League,19-140,2003,9,218,24,9.7,2.4,1,62,0,8,20,6,1.44,2,2,0,0.00,+0.04,2.6,3.8,-1.2,-0.49,-0.50,Matches,b2f9c73e
637,Samuel Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,23-291,1999,23,1302,57,60.3,14.5,14,77,4,9,26,1,1.61,19,17,+2,+0.14,-0.18,20.3,18.2,+2.2,+0.15,-0.02,Matches,b8a642fc
638,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22-241,2000,1,27,27,1.3,0.3,0,,0,1,27,0,1.00,0,0,0,0.00,+0.53,0.1,1.1,-1.1,-3.52,-3.51,Matches,c6608135
639,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23-004,2000,11,851,77,39.4,9.5,9,83,8,2,53,1,0.91,7,19,-12,-1.27,-0.93,6.4,17.7,-11.3,-1.19,-0.82,Matches,ec1a731e
640,Dorian Ciężkowski,pl POL,GK,Cremonese,it Serie A,21-352,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,0fa44d75
641,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,30-351,1992,5,367,73,17.7,4.1,4,81,1,1,45,0,1.20,6,8,-2,-0.49,+0.25,5.1,4.9,+0.2,+0.05,+0.64,Matches,6e17c802
642,Yanis Cimignani,fr FRA,MFDF,Ajaccio,fr Ligue 1,21-046,2002,8,279,35,11.9,3.1,3,68,1,5,15,4,0.63,3,2,+1,+0.32,+1.55,4.3,2.5,+1.8,+0.58,+0.84,Matches,7495aba7
643,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37-221,1985,22,556,25,24.7,6.2,5,61,0,17,15,3,0.55,9,12,-3,-0.49,+0.68,7.9,11.9,-4.0,-0.66,+0.12,Matches,b09a3ecc
644,Tio Cipot,si SVN,DFFW,Spezia,it Serie A,19-323,2003,3,51,17,2.3,0.6,0,,0,3,17,4,0.33,0,2,-2,-3.53,-2.79,0.3,1.4,-1.1,-1.95,-1.39,Matches,039a4fb6
645,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,es La Liga,28-358,1994,22,978,44,45.3,10.9,9,82,6,13,19,2,1.55,8,16,-8,-0.74,-1.65,11.0,16.2,-5.3,-0.48,-0.84,Matches,9a0408b6
646,Alphadjo Cissè,,MF,Hellas Verona,it Serie A,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,d079becb
647,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,20-213,2002,2,36,18,1.5,0.4,0,,0,2,18,12,0.00,0,1,-1,-2.50,-2.23,0.2,0.8,-0.6,-1.49,-0.98,Matches,ff4d0258
648,Mattia Ciucci,it ITA,DF,Lecce,it Serie A,20-118,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,b2da46b0
649,Patrick Ciurria,it ITA,DFMF,Monza,it Serie A,28-028,1995,23,1605,70,71.3,17.8,18,82,10,5,25,2,1.39,25,19,+6,+0.34,+1.87,23.8,21.6,+2.1,+0.12,+0.64,Matches,5de3866c
650,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18-030,2005,1,8,8,0.4,0.1,0,,0,1,8,5,3.00,1,0,+1,+11.25,+10.53,0.3,0.0,+0.3,+3.13,+2.65,Matches,73341ace
651,Caden Clark,us USA,MF,RB Leipzig,de Bundesliga,19-286,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,6e327d0d
652,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,24-276,1998,2,64,32,2.7,0.7,1,45,0,1,19,2,0.00,0,3,-3,-4.22,-4.81,0.9,1.2,-0.3,-0.36,-0.67,Matches,741418c3
653,Alexis Claude-Maurice,fr FRA,MFFW,Lens,fr Ligue 1,24-276,1998,13,448,34,19.1,5.0,4,66,0,9,20,1,2.15,9,5,+4,+0.80,+0.09,8.7,4.3,+4.3,+0.87,+0.26,Matches,741418c3
654,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-165,1992,22,1620,74,69.2,18.0,20,78,9,2,30,0,2.18,36,13,+23,+1.28,+1.15,30.0,21.9,+8.1,+0.45,-0.19,Matches,5219ab4a
655,Carlos Clerc,es ESP,DFMF,Elche,es La Liga,31-016,1992,19,1516,80,70.2,16.8,18,83,12,1,22,5,0.58,14,33,-19,-1.13,+0.41,15.5,34.1,-18.6,-1.11,+0.38,Matches,33a61a52
656,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31-338,1991,19,1476,78,65.6,16.4,17,84,13,2,24,2,0.74,13,22,-9,-0.55,-0.32,14.3,23.8,-9.5,-0.58,-0.26,Matches,0442183b
657,Conor Coady,eng ENG,DFMF,Wolves,eng Premier League,30-012,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,2928dca2
658,Conor Coady,eng ENG,DF,Everton,eng Premier League,30-012,1993,22,1970,90,84.2,21.9,22,90,21,0,,2,0.95,15,28,-13,-0.59,+0.87,22.2,35.2,-13.0,-0.59,-0.31,Matches,2928dca2
659,Manu Cocca,ar ARG,DF,Elche,es La Liga,20-121,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,60bd361e
660,Marcus Coco,fr FRA,DFFW,Nantes,fr Ligue 1,26-258,1996,17,322,19,13.8,3.6,3,60,0,14,10,9,1.29,4,3,+1,+0.28,+0.64,5.2,6.2,-1.0,-0.27,-0.10,Matches,3010aefb
661,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,31-017,1992,7,586,84,25.0,6.5,6,90,6,1,46,6,0.86,6,14,-8,-1.23,-0.31,7.0,11.3,-4.3,-0.66,-0.38,Matches,c4065f40
662,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,33-136,1989,11,497,45,22.1,5.5,4,77,2,7,27,4,1.36,3,11,-8,-1.45,-0.63,4.8,9.8,-5.0,-0.91,-0.48,Matches,963a9201
663,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34-149,1988,18,1277,71,54.6,14.2,15,78,8,3,37,7,0.83,12,18,-6,-0.42,+0.68,16.2,22.4,-6.2,-0.43,+0.24,Matches,0420d84f
664,David Čolina,hr CRO,DFMF,Augsburg,de Bundesliga,22-233,2000,3,66,22,3.2,0.7,0,,0,3,22,1,0.00,1,2,-1,-1.36,-0.91,2.1,1.8,+0.3,+0.39,+0.96,Matches,dd5bbe0d
665,Álex Collado,es ESP,MF,Elche,es La Liga,23-321,1999,9,536,60,24.8,6.0,8,64,2,1,22,6,0.33,4,15,-11,-1.85,-0.79,4.2,11.4,-7.2,-1.21,+0.02,Matches,85dace26
666,Diego Collado,es ESP,FW,Villarreal,es La Liga,22-059,2001,2,6,3,0.3,0.1,0,,0,2,3,1,1.50,1,0,+1,+15.00,+14.83,1.6,0.1,+1.5,+22.48,+22.38,Matches,b3f62bfc
667,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,30-136,1992,16,1384,87,61.5,15.4,15,89,14,1,45,0,0.44,6,25,-19,-1.24,-0.30,13.4,22.8,-9.5,-0.62,+0.11,Matches,8b95acda
668,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21-313,2001,18,1517,84,64.8,16.9,17,87,16,1,45,5,0.94,12,24,-12,-0.71,-0.27,16.1,24.8,-8.6,-0.51,-0.12,Matches,a8c19eb8
669,Leonardo Colombo,it ITA,MF,Monza,it Serie A,17-278,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,e9f5f7c4
670,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,21-001,2002,22,1061,48,47.2,11.8,12,71,0,10,21,3,1.05,16,15,+1,+0.08,+0.54,13.1,14.7,-1.6,-0.14,+0.31,Matches,04df29a5
671,Andrea Colpani,it ITA,MF,Monza,it Serie A,23-302,1999,17,507,30,22.5,5.6,4,61,0,13,20,8,1.18,8,5,+3,+0.53,+0.95,7.4,6.3,+1.0,+0.18,+0.32,Matches,6499048c
672,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,20-011,2003,7,463,66,22.4,5.1,5,90,5,2,7,8,2.14,13,8,+5,+0.97,+0.47,6.5,9.1,-2.6,-0.50,-1.35,Matches,700783e7
673,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,26-269,1996,16,875,55,42.3,9.7,9,71,2,7,34,0,2.25,30,6,+24,+2.47,+0.96,22.4,6.6,+15.8,+1.63,+0.75,Matches,042e8a49
674,Eray Cömert,ch SUI,DF,Valencia,es La Liga,25-033,1998,19,1436,76,66.5,16.0,16,85,13,3,26,3,1.16,20,17,+3,+0.19,+0.69,21.8,19.5,+2.3,+0.14,+0.47,Matches,15937e17
675,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,26-155,1996,22,1412,64,65.4,15.7,16,75,2,6,36,0,1.41,23,11,+12,+0.76,+1.73,20.3,17.2,+3.0,+0.19,+0.62,Matches,5ae499d0
676,Mattia Compagnon,it ITA,MF,Juventus,it Serie A,21-123,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,270d0d18
677,Diego Conde,es ESP,GK,Getafe,es La Liga,24-132,1998,0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches,4eae5bc4
678,Martín Conde,es ESP,DF,Celta Vigo,es La Liga,19-349,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,ed4e911a
679,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36-041,1987,23,2070,90,92.0,23.0,23,90,23,0,,0,1.26,29,34,-5,-0.22,+0.78,28.7,29.2,-0.5,-0.02,+0.98,Matches,8cabdc1e
680,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24-350,1998,14,997,71,42.6,11.1,11,83,6,3,28,1,0.79,17,19,-2,-0.18,+1.09,10.1,23.5,-13.4,-1.21,-0.67,Matches,cfa49cc1
681,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,29-007,1994,1,23,23,1.0,0.3,0,,0,1,23,7,0.00,0,1,-1,-3.91,-2.82,0.0,0.2,-0.2,-0.71,-0.05,Matches,8fef5412
682,Nikita Contini Baranovsky,it ITA,GK,Sampdoria,it Serie A,26-292,1996,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches,e95069bb
683,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26-034,1997,20,1506,75,66.9,16.7,17,84,13,3,28,0,0.80,17,35,-18,-1.08,+0.01,12.8,27.8,-15.1,-0.90,-0.13,Matches,2afc7272
684,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31-324,1991,12,957,80,42.5,10.6,11,86,8,1,12,7,0.83,7,21,-14,-1.32,-0.62,10.5,14.9,-4.5,-0.42,+0.20,Matches,3e5e4e63
685,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,31-191,1991,13,1106,85,49.2,12.3,12,88,11,1,45,2,0.69,15,22,-7,-0.57,-0.25,16.3,19.6,-3.3,-0.27,-0.12,Matches,dc64b8b3
686,Copete,es ESP,DF,Mallorca,es La Liga,23-150,1999,19,1452,76,67.2,16.1,18,80,9,1,14,3,1.47,14,15,-1,-0.06,+0.32,13.9,16.3,-2.4,-0.15,+0.40,Matches,0f26ffd7
687,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19-071,2003,11,844,77,37.5,9.4,9,84,7,2,45,6,1.00,6,8,-2,-0.21,+0.75,10.2,10.2,0.0,0.00,+0.40,Matches,22ae86f9
688,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,31-300,1991,16,748,47,34.6,8.3,9,68,1,7,19,1,1.38,10,6,+4,+0.48,+0.42,11.0,11.0,0.0,0.00,-0.25,Matches,a6951bf8
689,Sébastien Corchia,fr FRA,DFMF,Nantes,fr Ligue 1,32-128,1990,19,615,32,26.3,6.8,4,74,1,15,21,6,1.21,9,11,-2,-0.29,-0.03,5.7,10.8,-5.1,-0.75,-0.77,Matches,0e7ccfc4
690,Alex Cordaz,it ITA,GK,Inter,it Serie A,40-067,1983,0,,,,,0,,0,0,,23,,,,,,,,,,,,Matches,e66ebabb
691,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,26-163,1996,5,91,18,4.0,1.0,1,33,0,4,15,2,0.60,1,1,0,0.00,+0.42,1.6,0.5,+1.1,+1.10,+1.09,Matches,beb391dd
692,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,30-062,1993,1,62,62,2.9,0.7,1,62,0,0,,0,0.00,1,1,0,0.00,+0.51,0.7,0.6,+0.2,+0.23,+0.68,Matches,fb938d24
693,Adrián Corral,es ESP,DF,Atlético Madrid,es La Liga,20-063,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,c7b0a5ce
694,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,28-000,1995,22,922,42,42.7,10.2,9,69,1,13,23,1,1.77,14,7,+7,+0.68,-0.19,18.8,11.5,+7.4,+0.72,+0.58,Matches,01eb744d
695,Joaquín Correa,ar ARG,FW,Inter,it Serie A,28-208,1994,17,436,26,19.4,4.8,4,56,0,13,16,2,1.94,9,9,0,0.00,-0.89,8.2,6.5,+1.8,+0.37,-0.52,Matches,45b9b619
696,Thierry Correia,pt POR,DF,Valencia,es La Liga,24-000,1999,18,1471,82,68.1,16.3,17,85,12,1,28,0,1.22,23,18,+5,+0.31,+1.09,22.6,17.8,+4.8,+0.29,+0.96,Matches,c78b352d
697,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,22-043,2001,1,6,6,0.3,0.1,0,,0,1,6,8,0.00,0,0,0,0.00,+0.68,0.1,0.2,-0.1,-1.09,-0.84,Matches,bfc359ed
698,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29-239,1993,14,844,60,40.8,9.4,9,78,3,5,28,3,1.71,18,11,+7,+0.75,+0.97,11.5,13.0,-1.4,-0.15,-0.13,Matches,5ddb8f9f
699,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,22-063,2001,24,1308,55,55.9,14.5,16,70,1,8,24,0,1.96,23,7,+16,+1.10,+0.84,29.5,14.0,+15.5,+1.06,+0.91,Matches,59948ef7
700,Diego Costa,es ESP,FW,Wolves,eng Premier League,34-153,1988,14,711,51,30.4,7.9,9,67,1,5,21,1,1.07,8,10,-2,-0.25,+0.52,8.0,10.6,-2.7,-0.34,+0.18,Matches,a190d597
701,Jaume Costa,es ESP,DF,Mallorca,es La Liga,34-356,1988,20,1739,87,80.5,19.3,20,87,14,0,,1,1.50,18,19,-1,-0.05,+0.59,15.1,22.5,-7.5,-0.39,-0.55,Matches,808d48f3
702,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,21-342,2001,1,45,45,1.9,0.5,0,,0,1,45,23,0.00,0,2,-2,-4.00,-3.88,0.4,1.4,-1.0,-2.01,-1.90,Matches,bfb2056e
703,Nuno da Costa,cv CPV,FWMF,Auxerre,fr Ligue 1,32-027,1991,21,1282,61,54.8,14.2,14,74,1,7,35,0,0.71,12,22,-10,-0.70,+0.66,14.8,15.8,-1.1,-0.08,+0.65,Matches,909222de
704,Samu Costa,pt POR,MF,Almería,es La Liga,22-102,2000,20,1245,62,57.6,13.8,13,86,11,7,19,4,1.10,9,30,-21,-1.52,-2.21,14.6,28.7,-14.1,-1.02,-1.29,Matches,76c2a023
705,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35-249,1987,19,1710,90,73.1,19.0,19,90,19,0,,0,0.68,16,41,-25,-1.32,-1.17,18.6,31.0,-12.4,-0.65,-1.05,Matches,2434f24a
706,Benoît Costil,fr FRA,GK,Lille,fr Ligue 1,35-249,1987,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches,2434f24a
707,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,23-340,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,ca95200f
708,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30-199,1992,18,1426,79,63.4,15.8,16,85,12,2,36,6,0.94,12,21,-9,-0.57,-0.46,19.5,17.4,+2.0,+0.13,+0.20,Matches,fdf3cb77
709,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,26-333,1996,23,1876,82,83.4,20.8,22,84,15,1,34,0,1.00,26,40,-14,-0.67,-0.19,21.4,38.7,-17.3,-0.83,+0.03,Matches,85a44ecc
710,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,19-146,2003,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches,9dff291c
711,Tanguy Coulibaly,fr FRA,FWDF,Stuttgart,de Bundesliga,22-019,2001,5,143,29,6.9,1.6,0,,0,5,29,6,0.60,3,2,+1,+0.63,+1.24,1.8,2.6,-0.8,-0.49,-0.47,Matches,05ba9d7c
712,Gaëtan Courtet,fr FRA,FW,Ajaccio,fr Ligue 1,34-015,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,386de9b1
713,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30-302,1992,18,1620,90,75.0,18.0,18,90,18,0,,1,2.22,35,15,+20,+1.11,-0.39,37.4,16.4,+21.0,+1.17,-0.17,Matches,1840e36d
714,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,36-354,1986,16,1162,73,49.7,12.9,13,87,8,3,10,2,1.06,13,18,-5,-0.39,+1.29,18.0,16.3,+1.7,+0.13,+0.58,Matches,ef8ae23b
715,Philippe Coutinho,br BRA,MFFW,Aston Villa,eng Premier League,30-270,1992,20,788,39,35.0,8.8,7,72,1,13,22,1,1.10,9,9,0,0.00,+0.43,9.2,8.4,+0.9,+0.10,+0.61,Matches,0ef89a37
716,Yan Couto,br BRA,DFMF,Girona,es La Liga,20-279,2002,14,684,49,31.7,7.6,7,78,3,7,20,3,0.93,10,9,+1,+0.13,+0.19,8.6,8.6,-0.1,-0.01,-0.12,Matches,1944818c
717,Conor Coventry,ie IRL,MFFW,West Ham,eng Premier League,22-349,2000,1,1,1,0.0,0.0,0,,0,1,1,10,0.00,0,0,0,0.00,+0.40,0.0,0.0,0.0,0.00,-0.06,Matches,a5ca9127
718,Matthew Cox,eng ENG,GK,Brentford,eng Premier League,19-311,2003,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches,fea06849
719,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,24-060,1999,17,1277,75,54.6,14.2,14,87,13,3,18,1,0.82,21,29,-8,-0.56,-0.82,17.4,25.7,-8.4,-0.59,-0.40,Matches,8f325097
720,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,24-060,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,8f325097
721,Alessio Cragno,it ITA,GK,Monza,it Serie A,28-254,1994,1,90,90,4.0,1.0,1,90,1,0,,24,0.00,0,3,-3,-3.00,-2.92,1.3,1.9,-0.7,-0.65,-0.62,Matches,f554e29b
722,Tristan Crama,fr FRA,MF,Brentford,eng Premier League,21-121,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,130e085a
723,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,33-084,1989,19,1578,83,70.1,17.5,17,89,15,2,34,4,0.95,16,22,-6,-0.34,+0.19,22.6,20.2,+2.4,+0.14,+0.27,Matches,4f974391
724,Bryan Cristante,it ITA,MF,Roma,it Serie A,28-006,1995,25,2081,83,92.5,23.1,25,83,18,0,,0,1.88,26,16,+10,+0.43,-0.10,33.3,16.2,+17.0,+0.74,-1.20,Matches,16657b95
725,Cristian,es ESP,GK,Valencia,es La Liga,24-353,1998,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches,9ad74b4d
726,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,27-111,1995,6,288,48,12.8,3.2,4,60,0,2,25,0,1.17,1,3,-2,-0.62,+0.02,1.8,4.7,-2.9,-0.91,-0.08,Matches,22cd43d2
727,Giovanni Crociata,it ITA,MF,Empoli,it Serie A,25-210,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,8c964914
728,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30-224,1992,18,1443,80,66.8,16.0,16,89,15,2,8,5,1.44,15,18,-3,-0.19,-0.44,18.0,18.0,0.0,0.00,-0.03,Matches,a56da3ba
729,Juan Cruz,es ESP,FW,Betis,es La Liga,22-318,2000,5,174,35,8.1,1.9,1,63,0,4,28,3,1.40,5,2,+3,+1.55,+1.37,3.4,1.6,+1.8,+0.94,+0.76,Matches,cc2dd8a5
730,Juan Cuadrado,co COL,DFFW,Juventus,it Serie A,34-287,1988,19,1259,66,56.0,14.0,16,74,5,3,23,0,2.16,24,8,+16,+1.14,+0.78,19.0,13.2,+5.8,+0.41,+0.06,Matches,0ab1f153
731,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24-230,1998,20,1345,67,59.8,14.9,17,76,8,3,15,1,1.25,14,16,-2,-0.13,-0.23,17.0,21.7,-4.7,-0.32,-0.69,Matches,1daec722
732,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23-112,1999,6,356,59,16.5,4.0,4,83,3,2,13,18,1.17,2,4,-2,-0.51,-0.85,3.6,6.2,-2.6,-0.66,-0.98,Matches,0abc51f2
733,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,26-084,1996,5,220,44,10.2,2.4,2,90,2,3,13,13,0.80,2,2,0,0.00,+0.19,4.1,1.1,+3.0,+1.21,+1.66,Matches,192c89a6
734,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,23-205,1999,5,317,63,14.1,3.5,5,63,0,0,,0,0.60,1,2,-1,-0.28,+0.97,2.4,4.3,-1.9,-0.53,+0.15,Matches,5722eced
