Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
115,Anuar,ma MAR,MFFW,Valladolid,es La Liga,28-053,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.00,13.0,0,0,0,0.3,0.3,0.12,+0.7,+0.7,Matches,c93231dc
116,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,24-252,1998,4.8,1,11,4,36.4,2.31,0.84,0.09,0.25,16.0,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches,a5db0bec
117,Adil Aouchiche,fr FRA,MFFW,Lorient,fr Ligue 1,20-237,2002,1.1,0,4,2,50.0,3.53,1.76,0.00,0.00,15.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,b94b8be1
118,Dennis Appiah,fr FRA,DFMF,Nantes,fr Ligue 1,30-273,1992,8.8,0,5,1,20.0,0.57,0.11,0.00,0.00,19.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,feb5d3ab
119,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27-160,1995,9.2,0,8,0,0.0,0.87,0.00,0.00,,28.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,58afe001
120,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33-326,1989,5.5,1,5,2,40.0,0.91,0.37,0.20,0.50,18.5,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,56413b1f
121,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24-002,1999,11.5,0,9,0,0.0,0.79,0.00,0.00,,11.2,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Matches,2bef2bca
122,Cameron Archer,eng ENG,FWMF,Aston Villa,eng Premier League,21-231,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,05e8ca6d
123,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,19-117,2003,1.4,0,2,1,50.0,1.41,0.70,0.00,0.00,12.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,c5e6c017
124,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30-010,1993,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2f965a72
125,Joe Aribo,ng NGA,MFFW,Southampton,eng Premier League,26-231,1996,12.2,2,13,8,61.5,1.07,0.66,0.15,0.25,10.7,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches,328f7d51
126,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,26-027,1997,12.2,1,20,10,50.0,1.64,0.82,0.05,0.10,16.4,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches,68c720b5
127,Stuart Armstrong,sct SCO,MFFW,Southampton,eng Premier League,30-344,1992,10.0,1,16,3,18.8,1.60,0.30,0.06,0.33,19.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,97333cf5
128,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33-324,1989,13.5,8,21,10,47.6,1.56,0.74,0.24,0.50,15.7,0,3,3,5.7,3.3,0.16,+2.3,+1.7,Matches,00459419
129,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28-286,1994,22.2,5,24,9,37.5,1.08,0.41,0.08,0.22,32.0,6,3,4,4.0,0.9,0.04,+1.0,+1.1,Matches,86e119e0
130,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18-337,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,508a9011
131,Sergio Arribas,es ESP,FW,Real Madrid,es La Liga,21-160,2001,0.1,0,1,0,0.0,9.00,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,1e465e70
132,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,28-157,1994,16.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,28d596a0
133,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,19-196,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6091cf45
134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,32-205,1990,10.1,1,20,5,25.0,1.98,0.50,0.05,0.20,20.7,1,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches,963a328b
135,Ricard Artero,es ESP,FW,Girona,es La Liga,20-032,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5d133e96
136,Arthur,br BRA,FW,Fiorentina,it Serie A,24-318,1998,9.3,5,30,12,40.0,3.21,1.29,0.13,0.33,11.8,0,1,1,4.2,3.4,0.11,+0.8,+0.6,Matches,a820e429
137,Santiago Arzamendia,py PAR,DFMF,Cádiz,es La Liga,24-308,1998,4.3,0,4,2,50.0,0.93,0.46,0.00,0.00,21.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,759d8dd7
138,Takuma Asano,jp JPN,FWMF,Bochum,de Bundesliga,28-119,1994,9.5,1,23,8,34.8,2.42,0.84,0.04,0.13,20.0,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches,13ddc856
139,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,26-012,1997,8.1,0,14,3,21.4,1.73,0.37,0.00,0.00,27.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,e26fcca3
140,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-254,1989,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9f0ea33f
141,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,27-047,1996,7.4,4,26,10,38.5,3.51,1.35,0.15,0.40,21.6,2,0,1,3.7,3.0,0.11,+0.3,+1.0,Matches,45af8a54
142,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,22-059,2001,6.9,0,9,3,33.3,1.30,0.43,0.00,0.00,24.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,a69cc629
143,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,20-213,2002,1.4,0,4,0,0.0,2.77,0.00,0.00,,8.6,0,0,0,1.0,1.0,0.25,-1.0,-1.0,Matches,35f67a30
144,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-000,2002,3.3,0,6,0,0.0,1.83,0.00,0.00,,29.0,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,0fdcef0e
145,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-220,1987,22.5,9,53,20,37.7,2.36,0.89,0.15,0.40,20.6,6,1,2,7.6,6.0,0.11,+1.4,+2.0,Matches,7dcf86f6
146,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-260,2000,2.2,0,3,1,33.3,1.39,0.46,0.00,0.00,14.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,b026bbf6
147,Youcef Atal,dz ALG,DFMF,Nice,fr Ligue 1,26-296,1996,7.1,1,9,5,55.6,1.27,0.71,0.11,0.20,16.3,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches,6a827d8e
148,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-196,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6b5edd5d
149,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-264,1989,4.9,1,10,5,50.0,2.04,1.02,0.10,0.20,15.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,d5dd5f1f
150,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-264,1989,0.1,0,1,0,0.0,10.00,0.00,0.00,,12.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,d5dd5f1f
151,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-050,1997,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,649b01d8
152,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-191,1994,21.2,1,7,2,28.6,0.33,0.09,0.14,0.50,16.6,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,3cd3b384
153,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28-322,1994,0.9,0,2,1,50.0,2.34,1.17,0.00,0.00,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,9fec8860
154,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28-322,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9fec8860
155,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-075,1992,13.9,1,7,2,28.6,0.50,0.14,0.14,0.50,15.7,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches,5c2b4f07
156,Mathias Autret,fr FRA,MFFW,Auxerre,fr Ligue 1,32-008,1991,14.0,2,22,11,50.0,1.57,0.79,0.05,0.09,26.1,1,1,1,2.2,1.5,0.07,-0.2,-0.5,Matches,7dfbba27
157,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,29-031,1994,14.9,7,47,19,40.4,3.16,1.28,0.11,0.26,22.8,1,2,3,5.7,3.4,0.07,+1.3,+1.6,Matches,253a06b9
158,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-179,1986,15.2,1,2,1,50.0,0.13,0.07,0.50,1.00,1.2,0,0,0,1.0,1.0,0.58,0.0,0.0,Matches,a94d93be
159,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-209,1997,8.1,4,19,8,42.1,2.34,0.99,0.21,0.50,11.9,0,0,0,4.5,4.5,0.25,-0.5,-0.5,Matches,e5478b87
160,Mehmet-Can Aydin,de GER,DF,Schalke 04,de Bundesliga,21-028,2002,4.3,0,5,0,0.0,1.17,0.00,0.00,,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,fe46e261
161,André Ayew,gh GHA,FW,Nott'ham Forest,eng Premier League,33-082,1989,1.2,0,2,1,50.0,1.70,0.85,0.00,0.00,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,5dbefa9d
162,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-179,1991,19.5,1,13,6,46.2,0.67,0.31,0.08,0.17,15.1,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches,da052c14
163,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-119,1994,6.1,0,1,1,100.0,0.17,0.17,0.00,0.00,37.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,2200181e
164,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-196,1991,11.8,0,12,2,16.7,1.02,0.17,0.00,0.00,15.0,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches,420d7c7d
165,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21-333,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ce81d82d
166,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,28-067,1995,6.2,2,17,7,41.2,2.76,1.14,0.12,0.29,10.7,0,0,0,2.4,2.4,0.14,-0.4,-0.4,Matches,10549b49
167,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-193,1989,12.3,0,7,1,14.3,0.57,0.08,0.00,0.00,18.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,53cad200
168,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-063,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f582d5c1
169,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-046,1996,11.1,0,7,0,0.0,0.63,0.00,0.00,,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,bfd381b3
170,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-321,1996,20.5,1,5,3,60.0,0.24,0.15,0.20,0.33,7.0,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches,075fe5a3
171,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22-332,2000,5.0,0,1,0,0.0,0.20,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,114bbdee
172,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-332,2000,1.0,0,2,0,0.0,2.00,0.00,0.00,,8.7,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,114bbdee
173,Édgar Badía,es ESP,GK,Elche,es La Liga,31-025,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e4346678
174,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21-348,2001,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,7.8,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches,06df8256
175,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21-348,2001,9.3,2,5,3,60.0,0.54,0.32,0.40,0.67,16.0,0,0,0,0.6,0.6,0.13,+1.4,+1.4,Matches,06df8256
176,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-232,2001,14.0,4,39,14,35.9,2.78,1.00,0.10,0.29,23.2,0,0,0,2.0,2.0,0.05,+2.0,+2.0,Matches,518f2234
177,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-318,1995,1.1,0,2,0,0.0,1.87,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,dfd24c07
178,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-212,1997,16.5,4,39,13,33.3,2.37,0.79,0.10,0.31,17.4,2,0,0,4.5,4.5,0.12,-0.5,-0.5,Matches,3a233281
179,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-331,1994,4.7,0,3,0,0.0,0.64,0.00,0.00,,13.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,a1232f4e
180,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-250,1993,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5065d67d
181,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-072,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7e3e825e
182,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-138,2004,4.9,1,5,3,60.0,1.03,0.62,0.20,0.33,20.8,0,0,0,0.8,0.8,0.15,+0.2,+0.2,Matches,32e8417f
183,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-009,1999,10.5,1,21,7,33.3,2.01,0.67,0.05,0.14,24.1,6,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,f42d6c13
184,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-009,1999,3.2,1,8,4,50.0,2.52,1.26,0.13,0.25,18.1,2,0,0,1.2,1.2,0.16,-0.2,-0.2,Matches,f42d6c13
185,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-332,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0af4dcf0
186,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-204,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,59bf127b
187,Mitchel Bakker,nl NED,MFDF,Leverkusen,de Bundesliga,22-262,2000,11.8,2,10,4,40.0,0.85,0.34,0.20,0.50,21.3,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches,a8567629
188,Ridle Baku,de GER,DF,Wolfsburg,de Bundesliga,24-335,1998,21.9,5,24,10,41.7,1.09,0.46,0.21,0.50,20.2,0,0,0,2.5,2.5,0.10,+2.5,+2.5,Matches,442b56fa
189,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19-351,2003,11.1,4,13,7,53.8,1.17,0.63,0.31,0.57,19.1,0,0,0,1.2,1.2,0.09,+2.8,+2.8,Matches,102e2599
190,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-142,2003,16.4,0,7,2,28.6,0.43,0.12,0.00,0.00,21.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,5ccc9672
191,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-272,2002,16.9,0,5,0,0.0,0.30,0.00,0.00,,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,3975195f
192,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-065,2004,3.1,0,7,2,28.6,2.27,0.65,0.00,0.00,25.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,a1390d2f
193,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-008,1988,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1fe67e86
194,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-042,1999,22.6,0,4,0,0.0,0.18,0.00,0.00,,8.7,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches,7c3ed041
195,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-067,1992,23.5,0,6,1,16.7,0.26,0.04,0.00,0.00,17.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,cee88597
196,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-065,1997,2.2,1,1,1,100.0,0.46,0.46,1.00,1.00,8.6,0,0,0,0.1,0.1,0.14,+0.9,+0.9,Matches,f449640d
197,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-249,2001,21.6,15,71,31,43.7,3.29,1.44,0.15,0.35,15.3,1,4,5,16.1,12.1,0.17,-1.1,-1.1,Matches,31822f8c
198,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-318,1990,6.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7fecbcdb
199,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,26-348,1996,20.0,5,47,18,38.3,2.36,0.90,0.11,0.28,16.0,0,0,0,5.2,5.2,0.12,-0.2,-0.2,Matches,b2bd0f6c
200,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-185,1993,9.2,1,27,12,44.4,2.95,1.31,0.04,0.08,14.3,0,0,1,5.3,4.5,0.17,-4.3,-3.5,Matches,93feac6e
201,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-039,2001,13.0,1,25,7,28.0,1.93,0.54,0.04,0.14,20.0,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches,8a6de8c7
202,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27-345,1995,18.4,2,19,5,26.3,1.03,0.27,0.11,0.40,23.0,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches,d44360be
203,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-195,1992,13.0,3,34,10,29.4,2.62,0.77,0.09,0.30,14.8,0,0,0,3.2,3.2,0.09,-0.2,-0.2,Matches,35f6db55
204,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-335,1998,4.9,0,2,1,50.0,0.41,0.21,0.00,0.00,16.9,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,2886c9b5
205,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-096,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,01efac19
206,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-096,1994,12.7,2,22,4,18.2,1.73,0.31,0.09,0.50,18.3,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches,01efac19
207,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-088,1993,3.5,0,2,0,0.0,0.57,0.00,0.00,,26.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,32ebfe1e
208,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-188,2002,6.6,2,16,5,31.3,2.41,0.75,0.13,0.40,13.1,0,0,0,2.0,2.0,0.13,0.0,0.0,Matches,a0d55a09
209,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-123,2000,17.6,0,4,0,0.0,0.23,0.00,0.00,,12.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,1ddbc7ca
210,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-193,1997,3.7,0,4,2,50.0,1.09,0.55,0.00,0.00,16.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,03049c8c
211,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-030,1997,20.9,5,19,8,42.1,0.91,0.38,0.26,0.63,19.8,1,0,0,2.2,2.2,0.12,+2.8,+2.8,Matches,6928979a
212,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-342,1997,6.1,1,5,3,60.0,0.82,0.49,0.20,0.33,15.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,aad53e64
213,Ross Barkley,eng ENG,FWMF,Nice,fr Ligue 1,29-094,1993,7.1,3,23,9,39.1,3.24,1.27,0.13,0.33,17.8,1,0,0,3.3,3.3,0.14,-0.3,-0.3,Matches,3a24769f
214,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-292,1998,3.8,0,9,1,11.1,2.36,0.26,0.00,0.00,22.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,a2a85828
215,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-090,1997,21.3,8,50,24,48.0,2.34,1.12,0.16,0.33,16.1,0,0,0,6.5,6.5,0.13,+1.5,+1.5,Matches,3ea50f67
216,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-065,2000,15.0,2,23,11,47.8,1.53,0.73,0.09,0.18,15.8,0,0,0,2.0,1.9,0.08,0.0,+0.1,Matches,00242b75
217,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-291,2001,0.8,0,1,0,0.0,1.32,0.00,0.00,,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,6caffe81
218,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-072,2001,4.5,1,2,2,100.0,0.45,0.45,0.50,0.50,11.1,0,0,0,0.8,0.8,0.38,+0.2,+0.2,Matches,200e89e1
219,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-050,1991,5.9,0,5,1,20.0,0.84,0.17,0.00,0.00,22.4,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,e3844ecb
220,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-267,2003,4.6,0,8,2,25.0,1.72,0.43,0.00,0.00,21.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,45736cec
221,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-115,1998,11.6,2,35,9,25.7,3.02,0.78,0.06,0.22,21.7,0,0,0,1.7,1.7,0.05,+0.3,+0.3,Matches,e5bf73f3
222,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-170,1996,24.0,3,13,3,23.1,0.54,0.12,0.23,1.00,10.2,0,0,0,1.5,1.5,0.11,+1.5,+1.5,Matches,5a08ee41
223,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-104,1996,4.4,0,7,4,57.1,1.60,0.92,0.00,0.00,20.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,80556f08
224,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-162,1996,3.1,1,7,3,42.9,2.29,0.98,0.14,0.33,19.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,e61bdd69
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-330,1999,17.1,0,11,3,27.3,0.64,0.18,0.00,0.00,13.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches,75b86fb3
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-124,1996,10.5,2,20,6,30.0,1.90,0.57,0.10,0.33,20.0,1,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches,1ac232b8
227,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-240,1991,7.5,0,2,0,0.0,0.27,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,d637fc22
228,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-028,2000,12.2,0,8,0,0.0,0.66,0.00,0.00,,8.5,0,0,0,1.6,1.6,0.20,-1.6,-1.6,Matches,44a20f0c
229,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-280,1990,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,47064058
230,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-005,1996,4.5,0,4,2,50.0,0.89,0.45,0.00,0.00,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,bd7d2e6d
231,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-066,1988,4.0,0,3,0,0.0,0.76,0.00,0.00,,18.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,69374ff5
232,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-220,1999,20.5,5,49,14,28.6,2.39,0.68,0.10,0.36,16.3,0,0,0,5.2,5.2,0.11,-0.2,-0.2,Matches,437f2b00
233,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-289,1996,16.9,1,21,6,28.6,1.24,0.36,0.05,0.17,15.9,0,0,0,2.1,2.1,0.10,-1.1,-1.1,Matches,20e0dd86
234,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-252,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,78e6bf2c
235,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-200,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fbbc8e15
236,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-017,2002,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c91441dc
237,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-240,1990,0.7,0,4,0,0.0,6.00,0.00,0.00,,32.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,d8712bf9
238,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-320,1994,5.2,2,11,6,54.5,2.11,1.15,0.18,0.33,11.2,0,0,0,1.6,1.6,0.15,+0.4,+0.4,Matches,a53b661f
239,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-049,1996,18.7,1,12,3,25.0,0.64,0.16,0.08,0.33,12.4,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches,19e4eab9
240,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-061,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,30db8574
241,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-316,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e892c325
